comment,label
sản phẩm ổn thời gian giao hàng nhanh cảm ơn tiki và shop bán hàng chất lượng,1
mua trên tiki khỏi bàn rồi mặc dù đắt hơn các sàn khác nhưng nó là uy tín là đẳng cấp quá ok vận chuyển rất cẩn thận hộp ko hề bị méo phải nói tiki vẫn là số 1,1
hàng giao sớm đóng gói ổn,1
tương đối,0
camera hồi màu bình thường hồi bị loá sáng shop liên hệ mình để có thông tin cụ thể xem có lỗi của camera hay là cài đặt để xử lý,-1
đen vừa mua đã vỡ b b b,-1
giao hàng đúng hạn nhưng sản phẩm thì k vừa lòng 1 chút có 2 chiếc bị rách khoảng 2cm gửi nhầm hay cố tình,-1
dat mới giao hàng nhanh thật sự là rất ưng ý giao hàng thân thiện,1
nhận hàng xong mới biết không như trong hình tưởng rẻ nhưng không tưởng cheo đầu rê bán thịt giờ sao đây có hoàn tiên không,-1
không sử dụng được,-1
hàng ok date xa chuẩn công ty nhưng bị móp không biết do quá trình vận chuyển hay cố tình,1
đóng gói không cẩn thận cần đóng gói cẩn thận hơn,-1
chất lượng k đc tốt như ảnh,-1
đóng gói quá sơ sài tại sao khách hàng mua gói bookcare vì họ muốn sách của họ nguyên vẹn nhất có thể,-1
vô trách nhiệm đảo mất uy tín,-1
ẩu tã mua mà làm như xin vậy shop,-1
hơn khó hiểu chưa đc chi tiết,-1
bfbdjd djjfjf hdhdbd,1
ổn rất ổn,1
cắm điện k lên đèn điện đề nghị tiki hỗ trợ,-1
sách tệ quá bung hết trơn,-1
quyển sách cho ta một góc nhìn khác về tình yêu cần đọc và trải nghiệm để có những góc nhìn riêng,-1
hàng mua về k sử dụng được mới mở hộp mà k khởi động mở nguồn được camara nhắn tin với shop đợi mãi không thấy trả lời shop đảo mọi người chú ý k mua ở shop này nhé,-1
chúc mừng ngày doanh nhân việt nam chúc cho mn vượt qua cơn dịch toàn cầu bình an và công việc sớm trở lại bình thường,1
bình xài bền tốt,1
hàng đẹp chất vải mềm mịn co dãn tốt,1
dây không sạc đươc mong muốn là trả hàng,-1
kh biết mng sao chứ bản thân mình thấy srm này mang tiếng kiểm soát nhờn nhưng càng dùng thì dầu da mặt của mình lại ra càng nhiều ngăn mụn mà dùng xong một thời gian mụn mọc nhiều hơn có thể là do mình kh hợp d,-1
quần tốt,1
sản phẩm tốt giao hàng cực nhanh nhân viên thân thiện,1
hài lòng với sảm phẩm nhận được,1
đóng gói cẩn thận nhưng hộp bị móp,-1
sản phẩm khá tốt nhưng làm tóc bị khô nên dùng kèm dầu xả,1
vải thun trơn mềm mịn mát mặc co giãn thoải mái rất dễ chịu còn được tặng thêm 1 đôi vớ cổ ngắn màu đen cao cấp rất thích dịch vụ cskh này sẽ mua trong tương lai,1
mua đi mn hàng ok đó giữ nhiệt tốt cực tốt lun,1
chưa sử dụng nên chưa biết giao hàng nhanh đóng gói ổn ạ,1
giao đúng mẫu mình đặt ưng ý,1
nhà sản xuất đóng gói chán chẳng có tem ở trong làm sao đảm bảo ko bị dùng trước đó,-1
giao hàng nhanh quần hơi mỏng,-1
dùng ổn kêu to như máy xay đá bào,1
cũng đc đc tiki giao hàng chuẩn,0
chưa dùng nhưng thấy cũng đc,0
hàng chuẩn đẹp,1
sản phẩm okie chất lượng,1
hàng phếch hay sao chất lượng kém quá chả có tác dụng gì,-1
rất được có cái này đỡ đau lưng hơn hẳn hehe,1
dùng cũng tạm ạ,0
đóng gói cẩn thận giao hàng nhanh giá tốt,1
tốt nhưng sao nói tặng ấm siêu tốc rạng đông sao có vậy shop,0
vừa mua đc vài hôm tụt giá mua 300 giờ còn 281,-1
sách vừa mở ra đã bung ra rồi,-1
sản phẩm ok nhưng giao hàng hơi chậm,0
chấp nhận đuoc đúng giá ok,1
lần đâù xài ok ạ,1
hàng chất lượng đó,1
mới mua dùng được khoảng 1 tháng đã hỏng rồi shop ơi,-1
chất vải rất ưng from chuẩn ôm không quá giản mặc tôn các vòng,1
lần đầu tiên mua sách trên tiki mà bị như vậy luôn sách nhăn nhúm hơn mười mấy trang quá buồn,-1
cũng là shop tick xanh uy tín chứ không phải là nơi bán hàng lẻ nào nhỏ cả nhưng mà thật sự rất thất vọng khi nhận được hàng sản phẩm đóng không kín nước đổ ra không biết làm cách nào khắc phục giá cả cũng không hề rẻ so với mặt bằng chung sản phẩm nhưng nhận lại là sự chăm sóc khách hàng không có tâm trong khi là 1 shop có uy tín nếu sản phẩm đã không tốt sẵn thì tại sao không thẩm định trước khi bán thôi coi như là 1 bài học mong shop sẽ có khắc phục chứ như vầy rất thất vọng về sản phẩm,-1
rat hai long hang van chuyen ok chat luong,1
sản phẩm đẹp tốt nhưng giao hàng gốc sản phẩm bị cấn ko còn đẹp và đanha giá ko tốt hộp giao hàng ko bị cấn chứng tỏ hàng bị cấn trc khi đóng gói ncc ko kiểm kỹ hàng trc khi giao,-1
đẹp nhưng trông hơi nhỏ,0
nói chung cũng tạm ổn,0
mang rất êm nhé,1
rất tốt sài cực kì êm tiện lợi giao nhanh đặt từ lúc 2h thì 3h đã nhận đc hàng,1
đóng gói cẩn thận đúng mặt hàng,1
màu sắc đẹp chất liệu chắc chắn đường may tỉ mỉ thanks shop,1
dù mua nhiều nhưng không nhận được sp kmlock lock,-1
hàng không tốt không quét mã vạch được,-1
vì không giữ nhiệt nhanh nguội,-1
không hiểu quả chưa biết dùng gì,-1
mua 14inch mà shop giao túi quá to nhắn tin trước là đặt túi 14inch mà shop không trả lơi quá tệ,-1
đuổi kiến tạm ổn đuổi muỗii thì không hiệu quả,0
giữ nhiệt tốt có 1 điểm trừ là sau nhiều lần dùng vẫn thấy mùi cao su và nhựa ở phần nắp,1
đóng gói cẩn thận sản phẩm dùng tốt,1
pin rất tốt xịt cả tháng vẫn thấy chưa hết cầm chắc tay,1
tất màu đẹp vừa chân,1
bình dùng được cho bếp điện từ và hồng ngoại rất đẹp và đóng gói kỹ,1
chất lượng kém so với giá,-1
ko bao bì sản phẩm và sách như sách nhìn hơi cũ,-1
hàng đẹp co dãn tốt đúng như ảnh quảng cáo cám ơn shop,1
ok hàg chất lg ảnh mag tính chất mình hoạ chưa kịp chụp,1
hsd 2năm chưa sử dụng nên chưa đánh giá được,0
quần mỏng 47kg mặc bó không thoải mái,-1
chơi lâu dễ bị khô và rát con tym,-1
máy nguyên seal 100 giao hàng đóng gói rất cẩn thận,1
80kg size xxl mặc vừa có chun quần co giãn tốt măc rất thoải mái nhìn chung ổn giá bình ổn,1
từng cái quần đựng trong 1cái túi đẹp quá chừng vải mềm mát mà để bảo vệ môi trường thì shop đựng trong 1túi cũng ko sao,1
đóng gói cẩn thận sách chất lượng,1
hàng quá chuẩn chắc chắn dày dặn đóng gói cẩn thận 1 cách quá đáng chủ shop tư vấn chưa bao giờ nhiệt tình đến thế nếu không nghe tư vấn về size thì lại bị chật chắc mình lấy thêm 1 bên chân trái nữa,1
trải nghiệm tồi tệ với tiki tiki ghi có book care nhưng cả 4 quyển không quyển nào có tiki ko bọc bằng bọc chống sốc dẫn đến bìa sách bị xước dù xước nhẹ nhưng mình thấy khó chịu,-1
một cuốn truyện ngắn không tồi,0
không bình luận gì thêm c,0
ghi hàng cực kỳ dễ vỡ mà bọc bên trong chỉ có 1 lớp giấy,-1
dây nguồn hơi ngắn xíunhìn khá chắc chắn và đẹp,0
hàng khác với hình ảnh usb receiver không khớp rất khó cắm vào cổng usb nút nhấn lún quá sâu khi click chuột,-1
không hài lòng bb,-1
mới nhận chưa sử dụng,0
chất lượng sp và thời gian giao hàng rất cám ơn,1
phần vỏ của sản phẩm này thực sự chán nhưng so với giá cùng thể tích thì âu đành chấp nhận,-1
vô cùng bổ ích cho từng người việt nam đọc để hiểu và có lựa chọn khôn ngoan hơn đời sau mình sẽ phát triển bền vững hơn về chất lượng sống và tư duy về tiền về làm giàu sẽ đúng đắn hơn,1
không có bookcare nhìn sách hơi cũ,1
đọc hay và ý nghĩa,1
mang về lắp tưởng lỗi nhưng không phải lắp lên màn hình mới ok hàng đẹp phù hợp giá tiền,1
giao hơi chậm còn hay không thêm thời gian,1
đẹp chưa sử dụng nên chưa biết có giữ lạnh tốt ko,1
giá rẻ mà chất lượng đáng từng xu treo cứng cáp tivi 55in kéo đẩy gọn gàng,1
tôi mới vừa mua chưa sử dụng được nhiều đã hư ko quay đc nữa mong tiki kiểm tra sửa đổi cho tôi,-1
đã nhận đc máy hàng giao nhanh,1
tính mở van cao su ra vệ sinh để sử dụng mà hàng bị lỗi vậy nè hnay mình mua hàng lock lock nhiều mà bị vậy mất niềm tin bên tiki quá,-1
giao hàng nhanh đóng gói cẩn thận có thêm quà nhỏ hàng không đúng màu shop đổi lại,0
chắc chắn màn 32inch dùng vẫn ổn,1
giao hàng tốt sớm hoen dự định,1
dây ôk nên mua giao nhanh,-1
sản phẩm tốt mua ngay ngày sale nên được quà tặng rất thích,1
đẹp lắm mẫu chắc chắn đóng gói kỹ giao hàng tốt đúng hẹn shipper thân thiện cảm ơn shop nhé,1
sách đẹp nội dung rất hay nên đọc và nghiền ngẫm,1
nên mua ngay nhìn thôi đã thấy ok đẹp chắc chắn hy vọng xài ok nhìn đã mắt,1
pre order 14 ngày mà mới có 2 ngày đã giao sách hú hồn thiệt chớ quá hài lòng,1
cafe ngon lắm,1
tiki giao hàng nhanh rẻ không có bảo vệ sách toàn bị hư góc,-1
giá đỡ đẹp chắc chắn hàng chất lượng đáng để mua,1
kính đẹp nhân viên tư vấn nhiệt tình rất dễ thuong,1
tốt nhưng dàn nhựa hơi mảnh,0
hàng gọn dễ sử dụng không bị bắn bẩn ra ngoài,1
tốt chắc chắn giao nhanh và đầy đủ đồ chơi cho bơm tặng cả kim bơm bóng tổng quan với giá dưới 200k là tuyệt,1
sản phẩm được chồng khen vải mặc ok,1
hài lòng với chất lượng và giá sản phẩm,1
hài lòng bình rất đẹp,1
bao bì dán bị lệch sản phẩm có phải chính hãng không bé nhà mình uống bị trớ,-1
sản phẩm đẹp rất hài lòng về sản phẩm người giao hàng thân thiện,1
durex invisible extra thin ok tiki giao hàng nhanh thank you,1
thùng sữa bị móp nhiều hộp sữa bị bể tệ hết sức,-1
tiếng hơi ồn hút bụi ok,0
qua tốt,1
tai nghe êm pin dùng cực trâu luôn giá cả phù hợp mình sử dụng 1 thời gian thấy rất tốt,1
động cơ ac chứ không phải là động cơ dc như trong quảng cáo trên tiki,-1
10 điểm vận chuyển sách đẹp thơmmm,1
sản phẩm dùng ngày đầu tiên ổn định đóng gói bình thường đánh giá 1 sao cho chính tiki trading đơn vị phân phối sản phẩm ngày đặt hàng và thanh toán trước là 01 11 ngày cam kết giao hàng là 15 11 đến ngày 20 11 mới bắt đầu xử lý đơn hàng và ngày 22 11 nhận được hàng 2 lần nhận phàn nàn vào ngày 17 11 và 20 11 tiki chỉ có trả lời bằng email với lời xin lỗi sáo rỗng một giao dịch thương mại bị vi phạm cam kết nhưng tiki đã cho khách hàng thấy uy tín của mình và ko có bất kỳ hành động nghiêm túc để bồi thường việc vi phạm của mình lần cuối cùng comment ở đây và app tiki sẽ được xóa ngay comment này,-1
nồi chiên giao cho mình bị thiếu chảo chiên không hiểu bị thiếu ở khâu nào vẫn chưa nhận được kết quả xử lý của tiki mặc dù lâu rồi tin tưởng nên mua tiki trading giá 2 8 tr giá nhiều siêu thị cửa hàng bên ngoài bán 2 2 2 tr thôi vậy mà hơi thất vọng nồi nhận được bị lệch ray nên khó đưa vào có lẽ lỗi của sản phẩm như hình mình chụp,-1
giao siêu tốc luôn,1
chị đồng nghiệp mình mua sp trên sài rất okay mình đã mua nhưng đợt hàng mình nhận nắp bị lỗi làm rò rỉ nước mong tiki sớm giải quyết cảm ơn ạ,-1
hàng như hình tôi ở trung tâm quận tân bình bắt được 37 kênh nhưng điểm trừ là không bắt được đài vtv toàn bắt được đài vtc và đài tỉnh muốn xem kênh chính thống không xem được chi phí cho đầu thu và anten hết gần 400k mà ko xem được vtv nên hơi nản,-1
máy dùng chưa được nửa năm đã hỏng haiz,-1
ko mở được nắp bình thì lỏng lẻo ko chắc chắn,-1
đẹp dùng tốt,1
sp đẹp giao nhanh,1
sách kể về bác hồ tuqf thời của ông bà đến cha của bác và đến lúc bác rời bến nhà rồng để đi tìm đường cứu nước nhiều đoạn xúc động mà rơi nước mắt đọc được những trang này mới thấy một phần tính cách và con người bác rất cần cho các thế hệ đọc,1
mình mua combo này vào đợt giảm giá nhược điểm mà mình không hài lòng nhất đấy là rút 1 khăn thì 3 4 có khi cả 5 khăn sẽ ra theo như vậy rất mệt và tốn khăn,-1
hương thơm dịu hiện mình đã sử dụng ko gặp vđ gì nếu có thể shop nên có thêm 1 tờ giấy chú thích về nguồn gốc thực vật cụ thể hơn là từ thực vật gì xin cảm ơn,1
kiếng đẹp giao hàng nhanh,1
chất lượng mẫu mã tốt,1
giá rẻ hang giao nhạnh chong có qua khuyen mai dau đủ,1
sản phẩm tốt như mô tả sẽ tiếp tục mua hàng của tiki,1
shop giao hàng nhanh quần đẹp,1
dùng hơn 1 năm r mới rảnh vào đánh gia máy tốt khoẻ đung ổn định m ng nhé,1
máy dùng tốt vắt kiệt,1
mới nhận hàng cảm thấy ok,0
giao rất nhanh lực bắn mạnh phù hợp với người niềng răng nên mua nha mn,1
bình thường xài không hiệu quả,0
nội dung khá ổn sách viết về những câu chuyện nhỏ về cách kiếm và sử dụng tiền,1
tuy là nhựa hơi mong manh nhưng cũng ok lắm,0
chất lượng tốt đóng gói cẩn thận,1
hàng tặng bị móp lúc nhận hàng ko kịp kiểm đó trời mưa,-1
nắp mới xài 1 tuần đã rơ và hơi nước khi xôi đã thoát qua công tắc rất dễ nhiễm điện,-1
bình dày đẹp giữ nhiệt rất tốt,1
mẫu mã đẹp chắc chắn giá phải chăng tuy nhiên khó lau chùi vì nồi liền,0
bìa đẹp nội dung tốt,1
đẹp và shop nói chuyện lịch sự với khách hàng,1
sử dụng sản phẩm rất thích giữ lạnh rất tốt hơn 36 giờ giữ nóng chưa test hehe,1
giao hàng nhanh sách mới và k bị lỗi gì cả,1
không check được mã code sản phẩm,-1
to quá ngoài sức tưởng tượng bếp không có chỗ để luôn chưa dùng nên chưa biết ra sao,-1
giao quá lâu hộp móp méo,-1
hành đúng hình đẹp lắm ạ giao hàng nhanh chất lượng thì chưa nên chưa đánh giá được nói chung oki,1
chắc chắn dễ lắp đặt phụ kiện đầy đủ giao hàng nhanh hơn dự kiến,1
giá thì ok nên sp đi cùng vs giá ko chất lượng lắm,-1
hàng okie nha,1
thấy sản phẩm khá tốt tuy nhiên bị xước đã gửi nhờ tiki đổi sản phẩm khác,0
lần đầu mua nên mình cũng khá vân phân lựa chọn giữa các hãng đọc đánh giá của mọi người nên mình đã quyết định mua quả thật máy chạy êm dễ sử dụng và vệ sinh cũng dễ việc vắt cam bây giờ đã trở nên rất nhẹ nhàng,1
tạm ổn đợi sử dụng thời gian,0
mới gội đc 1lần nên chưa biết thế nào,-1
chắc chắn cũng dễ lắp treo tivi 32inch rất oke,1
túi đẹp lắm shop cho 5 sao luôn nè,1
mình đặt tròng kính loại 2 5 trái và 5 độ phải nhưng kính giao tới lại là 0 5 trái và 2 5 phải,-1
công suất yếu đè là đứng máy,-1
giao hàng nhanh quà tặng xịn,1
chất liệu vải thì đẹp nhưng mấy dạo mà đường chỉ không trên vải làm có vài chỗ bị bung vải,-1
kính dùng đc lần đầu okay thôi bữa 2 vẫn bị sương và k nhìn rõ,-1
nội dung rất ok hình thức sách cũng siêu đẹp luôn nhưng có 1 điểm trừ ra sách rất dễ gãy khúc,-1
miếng nhựa bị bể nhưng mình đang cần nên sử dụng luôn,-1
tiki giao hàng nhanh cẩn thận tuy nhiên bản thân túi cà phê này thì trung nguyên làm tệ quá túi méo mó oặt oẹo mở ra phải đổ vào hộp khác chứ để trong bịch này nhìn hết muốn dùng khuyến cáo không nên mua làm quà vì sẽ xấu lắm,-1
sách cũ bị bẩn thật sự k hài lòng vì mua hàng của tiki mà sách lại bị như vậy,-1
chất liệu mềm mịn,1
thoải mái nhé,1
hàng tốt ko còn chuột quậy phá,1
đây là tuýp kcn thứ 3 mình dùng,1
xài ok hơn cái loại performance,1
hang quá tệ toàn lỗi moi mua dc may thag hư luon roi mua 2 cai hư het cả 2,-1
không có ly quà là cốc chỉ có ấm,-1
đóng gói rất kỹ luôn giao hàng nhanh nữa,1
giao hàng nhanh sách đẹp rất hài lòng,1
quạt gió hơi nhẹ,0
chưa sử dụng chưa biết thế nào,0
nhẹ đẹp,1
máy chưa dùng thử nhìn đã thấy ưng nếu dùng tốt sẽ giới thiệu anh em bạn bè ủng hộ shop quà tặng rất đẹp,1
hàng chắc chắn giao hàng nhanh đóng gói cẩn thận,1
1 chiếc đồng hồ dành cho bé thật xịn sò bé rất thích trong tầm tiền này thì ko mong chờ gì hơn đầy đủ những chức năng mà người dùng cần,1
sách bị gãy 1 góc,-1
hàng đến chậm chờ rất lâu để nhận đc hàng,-1
giao hàng vỡ không ok bất cẩn trong quá trình nhận lên tôi đã nhận mong là tiki hỗ trợ xử lý chứ không mua thế này chẳng dùng được zalo thanksahop,-1
hàng tốt tư vấn nhiệt tình đổi size nhanh chóng và miễn phí rất là hài lòng dịch vụ chăm sóc khách hàng của shop,1
sữa mẹ mình uống bị đau bụng shop ơi hay là do mẹ e k hợp ạ,-1
sp tốt giao hàng nhanh dễ thương ok ok,1
sách nội dung hay đóng gói chắc sách mới đưpi vận chuyển nhanh gọn,1
sp giống hình đẹp nhưng chỉ chứa đủ phần ăn của 1 ng thôi nên ai cần mang nhiều đồ cho ae ăn ké thì cân nhắc lại,-1
đóng gói cẩn thận chưa sd nên chưa đánh giá chất lượng sp chắc chắn,1
giao hàng nhanh đóng gói cẩn thận hàng chính hãng,1
mình đã mua tinh dầu mắc tiền mà thật ko ngờ loại này rẻ mà thơm đến vậy ko đóng kín cửa mà nó lan toả thơm lắm,1
về hãng hadalabo thì mình thấy dòng srm và lotion là 2 items nổi bật nhất của hãng mình cực thích dòng srm này ở chỗ cực lành tính cho da độ ph chỉ 5 6 là mức độ phù hợp nhất với da bọt nhiều mịn thích hợp dùng với máy rửa mặt và còn ko có hương liệu nữa chứ dùng mấy chai rồi nên lần này phải viết review cho mọi người để ai còn băn khoăn thì chốt đơn lẹ nha,1
sp tốt nha mn,1
khi nấu nước nóng lên có mùi nhựa,-1
mình thấy hàng dùng cũng tạm được,0
hoa văn,1
giao hàng nhanh bơm khá tốt mà giá lại rẻ nữa hy vọng sẽ có nhiều cơ hội mua hàng từ hãng kiotool nhiều lần nữa,1
nội dung đc nhưng chính tả có 1 số từ chưa chính xác,0
tốt hợp với giá thành giao hàng nhanh,1
ok nếu để thêm địa chỉ shop càng tốt để người mua ghé trực tiếp,0
sách mô tả nhiều về thị trường nước ngoài đọc để nắm một số lưu ý về tiết tiệm còn lại hơi khó hiểu,-1
gởi nhanh nhưng hộp hơi trầy và củ,0
camera ngoài trời bị vô nước dc tổng đài tiki thông báo là từ chối bảo hành mình ko hiểu có ip66 dễ vô nước vậy sao đảm bảo là camera ngoài trời từ chối bh gì dễ vậy sao kh tin dùng sản phẩm này nữa,-1
sp đóng gói tốt giao hàng nhanh sử dụng ổn lực máy mạnh ng mới bắt đầu dễ bị tổn thương nướu nên cẩn thận máy nhỏ gọn phù hợp mang đi du lịch nên mua,1
sáchhhh sịn lúm ạ,1
chất lượng quá tệ như này không khác gì sách lậu,-1
giao hàng siêu nhanh mua rẻ hơn mà hàng rất chắc chắn mấy ông hãng toàn báo giá 650 với 950k hì hục lắp cả buổi tối tiết kiệm đc ít tiền,1
gạt cảm nhận không tốt lắm gạt còn vệt nước và hơi ồn khi gạt nhựa trên cần gạt giống nhựa tái chế nhưng có vẻ không sắc sảo lắm,-1
đóng gói chắc chắn sử dụng khá ổn,1
nhận đc hàng mở hàng ra mà bị móp đã nt phản hồi shop hy vọng shop giải quyết,-1
cảm nhận đầu tiên thấy dây hơi cứng về độ hoàn thiện mình thấy khá tốt,1
giao hàng nhanh đóng gói cẩn thận hàng rất hài lòng,1
sách hay triết lý kinh doanh mới mẻ,1
nội dung rất hữu ích đặc biệt dành cho người việt nam phù hợp nhất với những người không có kiến thức về tài chính,1
đóng gói quá sơ sài hàng móp méo,-1
chất lượng tuyệt vời,1
làm sạch da mặt không gây kích ứng da,1
rất là ok,1
chỉ thừa quá nhiều nhăn nheo nhiều chỗ tạm được,-1
đóng gói sơ sài chất lượng tạm ổn,0
tiki giao hàng bị lỗi mở hộp ra là thấy bị rồi,-1
milo ngon vừa uống đóng hàng thùng carton cẩn thận,1
quá nhỏ để dùng mình mua về cột đồ,-1
dầu gội trị gàu rất tốt mình dùng 2l tuần chỉ 2 tuần mà đã có dấu hiệu hết gàu nhờ clip hài huỳnh lập mà biết đến,1
cho hỏi bảo hành sao vậy mình mới mua được 1 tháng rưỡi giờ nó không hoạt động nữa rồi,-1
dùng rất thích cảm giác chân thực hơn hẳn các loại khác xài rồi là bị ghiền đó,1
hàng đúng y hình,1
thun hơi ít so với hình ảnh,-1
chặn và kiểm soát internet quá nhiều dẫn tới chậm load mạng không phân biệt được cái nào cần cho kết nối cái nào chặn người dùng phải oke thủ công,-1
không thay quà tặng đi kèm,-1
ly giao nhanh mẫu mã và màu sắc đẹp nhưng sau khi qua sử dụng một vài ngày thì thấy ly giữ nhiệt bị tiết nước ra ngoài nắp và vành ly khá bất tiện làm cho việc giữ nhiệt không mấy tốt,-1
vi chua su dung nen chua danh gia duoc nhung nhin ben ngoai ok bam thu luc hut manh,0
tôi đặt bookcare mà lại giao hàng ko có,-1
dùng tốt an toàn,1
vải mái thoải mái,1
sẩn phẩm tuyệt vời thấm vào da rất nhanh,1
giao hàng chậm,-1
loại này đặc trị gàu rất hiểu quả mình dc giới thiệu và dùng thử thích ngay ko còn gàu và ngứa da đầu,1
quye n sa ch na y kha la hay va mi nh nghi co ti nh u ng du ng cao mi nh thi ch nha t la chu đe ne n mua nha hay thue nha va đe da nh tie n đa u tu vi no đu ng va o ca i vo cho ng mi nh đang pha n va n bu a gio luo n,1
hương thơm xài ổn nha mọi người ơi,1
giao hàng nhanh hàng như ý sẽ ủng hộ shop lần sau 5,1
shop giao cho mình có 9 cái thôi mình chưa dùng nên chưa đánh giá cụ thể được nhưng vải cũng ổn,0
so giá tiên hơi chát,-1
chất lượng giao hàng ok chưa sử dụng,0
sản phẩm tốt nên mua,1
tiki giao hàng nhanh sớm đúng hẹn đúng sản phẩm mình rất hài lòng,1
tiki vận chuyển rất nhanh 1 ngày là nhận được hàng rồi hàng đóng gói cũng rất tốt nhìn gọn gàng lại không trầy xước sứt mẻ gì nhưng mà khi thử phím thì có 3 phím bị lỗi mình đã liên hệ đổi hàng rồi mong cửa hàng kiểm tra kĩ trước khi chuyển hàng,-1
đặt hàng mua 40 viên pin 2a maxell nhưng khi giao hàng lại giao pin 3a thật thất vọng vô cùng cho kiểu làm ăn thiếu trách nhiệm của tiki,-1
khách hàng mua hàng nhưng không được tích điểm astra,-1
hộp sữa bị móp méo rất nhiều,-1
to đẹp y như hình nên mua nha,1
không diệt được con kiến nào cả thật là tệ,-1
máy tăm nước trông xịn xò mua đc lúc km có gần 600k thui à lúc xịt tiếng kêu hơi to cơ mà cũng khá mạnh nên mua ạ,1
ngon tuyệt còn giao hàng nhanh nữa nch là ưng lắm,1
bàn phím hay bị mất kết nối với laptop mình dùng win 8 1 điều này khá là khó chịu chắc do vốn dĩ kết nối usb đã là không ổn định rồi,-1
xài ổn kích hoạt nhanh nhưng trang web của nhà phân phối không down được như hướng dẫn,0
hàng đúng hình đẹp nhưng thời gian giao hàng wa lâu,0
sản phẩm tốt đáng mua lấy đc hết tép cam,1
giao hàng nhanh chóng mua lúc giảm giá và áp voucher nên giá khá rẻ máy đẹp nhỏ gọn dễ sử dụng làm sạch kẽ răng dễ dàng sau mỗi bữa ăn vệ sinh răng bằng máy tăm nước và súc miệng lại bằng nước muối là sạch sẽ nhược điểm nhanh hết nước kèm theo máy chỉ có 2 đầu tăm giống nhau,1
hang giong hinh,-1
nắp hơi khó mở dễ bị bỏng còn lạo bình ok,0
không co thẻ nhơ đi ke m,-1
hàng tốt trong tầm giá tiền,1
quần đẹp vải mềm khá ok hợp túi tiền mọi người nên mua thử để trải nghiệm nha,1
bình đẹp nhưng nắp hình như bị lỗi nhẹ vặn kêu to và dễ bị ghềnh không như bình cũ cùng loại trước đây mình mua,1
ổn mỗi tội hơi nặng,0
xài được nhưng không có nhiều đầu bơm,0
sản phẩm rất tôte,1
mua và dùng được 1 tháng đầu thấy ok nghe rõ pin trâu nhưng hay tuột khỏi tai nếu ko nhét chặt để lâu 3 tháng ko dùng thì khi bật lên chỉ còn nhận được 1 bên tai nghe 1 bên chết hẳn dù chưa bật nắp ra nhưng thỉnh thoảng tai nghe vẫn sẽ tự kết nối với điện thoại đang xem youtube ko hiểu tại sao lại mất tiếng để ý mới thấy là do tai nghe đã kết nối,-1
qc vi vnpay tang rieng ban ma khaotaxi100 giam toi 100k khi goi taxi khao them 10 chuyen tri gia 350k goi taxi ngay tu nay 13 11 ct https bit ly taxi100k de tu choi qc soan tc vi vnpay gui 1313,-1
hàng chính hãng sao không thấy có giấy bảo hành không biết cách nào để liên hệ nhà bán hàng nhà bán hàng vui lòng liên hệ lại giúp mình shop cũng k có mục chát với khách hàng nồi chưa dùng nên chưa biết chất lượng thế nào,-1
hàng xịn nghe nhạc xem phim đều rất hay pin khá trâu bò đáp ứng được các nhu cầu cơ bản như thể thao hay giải trí,1
sản phẩm ổn giao đúng màu đóng gói cẩn thận nói chung là hài lòng,1
nước xả vài có mùi thơm dễ chịu,1
chưa sử dụng nhưng nhận hàng thấy ok nha,0
nhìn sang xịn mịn dễ sử dụng cảm ứng nhạy,1
minh nhờ xuất hóa đơn được ko shop,0
chuẩn như hình giao nhanh,1
máy dùng ổn chưa được xuất sắc lắm,0
chất lượng ổn giao hành nhanh,1
máy đẹp và vắt êm ái,1
giá hơi đắt hơn mua trên vinmart,-1
tạm không có kiến thức gì mới,-1
ấm đẹp chưa đun nên chưa biết vote cho việc giao hàng mùa dịch nhưng rất nhanh,0
dễ dán dễ sử dụng,1
rất đẹp rất ưng ý hinh anh mang tinh minh họa,1
sản phẩm bị lỗi nắp k bật ra được,-1
sách hay tôi đã học được nhiều kiến thức tài chính cá nhân từ cuốn sách này,1
giao hàng nhanh đóng gói đẹp đúng size chất liệu sau dùng đánh giá tiếp độ co giãn thì tốt,1
quần mặc rất ưng sẽ ủng hộ tiếp,1
shop ơi mình đã nhận được hàng nhưng ko thấy bộ đũa muỗng được tặng nè vui lòng kiểm tra giúp mình nhé,-1
mua số 1 mới cho bé 9th con vẫn hợp tác sữa và ti đều không có thay đổi gì so với số 2 về thành phần sẽ sử dụng tiếp theo độ tuổi của con,1
ko thấy tặng sữa rửa mặt như quảng cáo,-1
thấy đúng như mô tả,1
nói chung là tạm còn sử dụng mới biết được chắc cũng được 3 7 21ngay là cùng,0
chất lượng tốt trong tầm giá,1
quá chất lượng luôn nè mình thay đổi nhiều mùi để cảm nhận hương thơm tự nhiên từ nhiều loại khác nhau để coi coi kiếm được chân ái nào khum thì sẽ mua nhiều nhiều về xài,1
sản phẩm đúng mô tả đẹp giao hàng nhanh,1
sản phẩm tốt giao hàng nhanh đóng gói đẹp,1
hãy nên đọc để phát triển tư duy nhận thức,1
nếu đã có hộp sẵn mua hộp giấy này sẽ rẻ hơn,1
giao hàng nhanh sách đọc giúp ích cho tư duy phản biện,1
sp tốt giao nhanh vải co giãn mát,1
giao nhanh gạo ăn cũg tạm ổn giá hơi cao hĩc,0
dùng rất thik,1
